"fc_id","we_date","boxes_per_hr","bph_actual_minus_fcast","cargo_loss","damages_per_sales","fcast_cargo_loss","fcast_damages_per_sales","fcast_labor_per_sales","fcast_ot_hrs_pct_tot_prod_hrs","fcast_prod_avg_wage","fcast_receiving_cartons","fcast_vol_boxes_wkly","ft_headcount_wkly","labor_per_box","labor_per_sales","leave_behinds","missing_wrong","ot_hrs","ot_hrs_pct_tot_prod_hrs","prod_avg_wage","pt_headcount_wkly","pt_ot_hrs","pt_tot_hrs","receiving_cartons","temp_headcount_wkly","temp_hrs","temp_ot_hrs","tot_damages","tot_headcount_wkly","tot_prod_hrs","tot_sales","vol_boxes_wkly"
"4580",15010,20.0397,-1.2636,NA,0.0026,NA,0.0016,0.0094,0.02,13.5522,136812.4968,171144.6351,187,0.6659,0.0098,0,0.0035,90.28,0.0155,13.3192,26,0,437.08,131677,0,0,0,20755.979,213,5806.48,7899214.1181,116360
"4580",15017,21.1017,0.16,NA,0.0018,NA,0.0016,0.0095,0.02,13.5522,131764.4569,156389.8363,187,0.6469,0.0098,0,0.0041,539.85,0.0719,13.6081,27,3.16,585.81,154850,0,0,0,19206.551,214,7512.28,10415519.0061,158522
"4580",15024,22.6161,1.2338,NA,0.0024,NA,0.0017,0.0093,0.02,13.5522,107145.8481,156372.5178,173,0.6023,0.0098,0,0.0037,478.74,0.066,13.6225,24,0.37,553.47,138149,0,0,0,24661.56,197,7249.16,10106532.408,163948
"4580",15031,21.4037,0.3004,NA,0.0021,NA,0.0017,0.0096,0.02,13.5522,97783.8802,142475.9948,176,0.631,0.0097,0,0.0045,277.26,0.04,13.5054,27,0.67,482.61,118688,0,0,0,20212.439,203,6939.51,9708674.3858,148531
"4580",15038,21.1063,-0.6185,NA,0.0021,NA,0.0017,0.0094,0.02,13.5522,127350.5896,173552.1596,182,0.6402,0.0099,0,0.0039,230.83,0.0315,13.4785,26,0.1,595.02,132556,0,0,0,20573.48,208,7319.95,10034822.9715,154497
"4580",15045,22.3725,1.0351,NA,0.0014,NA,0.0017,0.0095,0.02,13.5522,136000.024,165259.7407,172,0.6063,0.0094,2e-04,0.0042,382.07,0.0547,13.5638,26,3.94,560.69,132106,0,0,0,14199.207,198,6985.31,10066168.2909,156279
"4580",15052,20.5253,-0.3483,NA,0.0018,NA,0.0017,0.0097,0.02,13.5522,155268.8292,160888.4544,172,0.677,0.0101,0,0.0036,371.58,0.0534,13.8514,26,1.3,591.62,148216,0,0,0,17090.232,198,6955.04,9557286.3465,142754
"4580",15059,21.0029,-0.1592,NA,0.0022,NA,0.0017,0.0097,0.02,13.5522,139361.5667,161464.5015,174,0.6566,0.01,0,0.0033,160.43,0.0236,13.79,24,0,495.1,143376,0,0,0,20590.6,198,6789.54,9325315.0925,142600
"4580",15066,21.6285,0.4578,NA,0.0023,NA,0.0017,0.0097,0.02,13.5522,115758.4764,148911.0734,176,0.6073,0.009,0,0.0044,238.18,0.0351,13.134,24,0,509.58,130735,0,0,0,23109.418,200,6792.38,9944582.9109,146909
"4580",15073,20.9609,-0.7183,NA,0.002,NA,0.0017,0.0093,0.02,13.5522,131726.7988,148837.8751,176,0.6542,0.0095,0,0.004,417.07,0.0577,13.7116,24,0,552.94,177800,0,0,0,20729.644,200,7234.08,10441247.693,151633
"4580",15080,20.7624,-0.6324,NA,0.0018,NA,0.0017,0.0094,0.02,13.5522,144958.1998,147897.845,177,0.6493,0.0095,0,0.0042,117.96,0.0174,13.4277,23,0,473.93,127433,0,0,0,17605.493,200,6793.81,9645751.6137,141056
"4580",15087,21.2308,0.1697,NA,0.0018,NA,0.0017,0.0095,0.02,13.5522,152907.8911,143238.6597,161,0.6378,0.0095,0,0.0038,203.61,0.0318,13.5402,20,0,449.72,143339,0,0,0,16721.225,181,6408.57,9122325.7074,136059
"4580",15094,21.4519,0.1497,NA,0.0026,NA,0.0017,0.0094,0.02,13.5522,142129.5863,144199.7002,166,0.631,0.0094,0,0.0041,133.34,0.0207,13.4937,21,0,444.66,116493,0,0,0,24457.78,187,6446.79,9267655.2826,138296
"4580",15101,21.5073,-0.0535,NA,0.002,NA,0.0017,0.0097,0.02,14.0943,165865.7723,160327.4774,176,0.6563,0.0098,0,0.0038,185.21,0.0272,14.0142,23,0.97,490.15,143660,0,0,0,20006.569,199,6819.59,9867593.0974,146671
"4580",15108,21.0665,-0.2258,NA,0.002,NA,0.0017,0.0099,0.02,14.0943,155353.2996,148167.8785,172,0.6573,0.0099,0,0.004,235.23,0.0345,13.8466,22,0,524.72,138361,0,0,0,19598.46,194,6826.71,9592751.5292,143815
"4580",15115,21.8246,0.0186,NA,0.0016,NA,0.0017,0.0096,0.02,14.0943,123668.978,146078.1582,168,0.6334,0.0095,0,0.0034,109.68,0.0169,13.8236,23,0.53,550.43,133785,0,0,0,15500.451,191,6502.07,9454592.0976,141905
"4580",15122,21.8279,0.4945,NA,0.0013,NA,0.0017,0.0098,0.02,14.0943,141616.238,142816.7613,171,0.6325,0.0093,0,0.0037,61.29,0.01,13.7921,21,0,441.43,111085,0,0,0,11814.067,192,6128.17,9142905.2116,133765
"4580",15129,20.9077,-0.5189,NA,0.0014,NA,0.0016,0.0097,0.02,14.0943,151176.9519,134050.1228,178,0.6628,0.0094,0,0.0034,83.29,0.0151,13.8235,19,0,358.4,123896,0,0,0,11207.207,197,5500.61,8090619.6548,115005
"4580",15136,20.6145,-1.263,NA,0.0016,NA,0.0017,0.0096,0.02,14.0943,133596.6005,153059.6741,174,0.6808,0.0101,0,0.0048,360.7,0.0521,14.0347,20,3.88,480.1,133688,0,0,0,15594.111,194,6922.55,9635449.1569,142705
"4580",15143,21.056,-0.7563,NA,0.0017,NA,0.0017,0.0096,0.02,14.0943,131347.4411,150136.5208,166,0.6666,0.0099,0,0.004,226.93,0.0342,14.0026,20,0,464.62,148746,0,0,0,15628.122,186,6633.65,9442242.8734,139678
"4580",15150,21.912,0.6229,NA,0.0017,NA,0.0017,0.0099,0.02,14.0943,139626.3052,140811.5616,167,0.6399,0.0095,0,0.0041,169.51,0.0265,13.9715,21,1.2,486.04,134396,0,0,0,16374.689,188,6402.67,9425070.4152,140295
"4580",15157,21.5564,-0.013,NA,0.0015,NA,0.0017,0.0098,0.02,14.0943,124809.9933,140634.7009,167,0.6447,0.0093,0,0.0037,76.45,0.0121,13.8966,20,0,427.85,119832,0,0,0,13974.149,187,6293.07,9357075.801,135656
"4580",15164,21.3185,0.0973,NA,0.0015,NA,0.0016,0.0095,0.02,14.0943,148172.9995,125308.1938,168,0.6625,0.0099,0,0.0035,274.45,0.0517,14.072,19,0,360.13,119590,0,0,0,11426.642,187,5310.47,7570959.6502,113211
"4580",15171,20.8536,-0.6623,NA,0.0016,NA,0.0016,0.0094,0.02,14.0943,146454.0552,146400.4498,171,0.6819,0.0098,0,0.0039,365.62,0.0526,14.2208,20,1.62,466.86,150756,0,0,0,15795.962,191,6948.91,10116948.7774,144910
"4580",15178,20.7613,-0.9985,NA,0.0013,NA,0.0017,0.0093,0.02,14.0943,128394.7967,143828.9481,169,0.6835,0.0098,0,0.004,357.53,0.0518,14.1477,19,2.05,440.64,142238,0,0,0,12844.044,188,6908.72,9961395.5539,143434
"4580",15185,21.2456,-1.0798,NA,0.0013,NA,0.0017,0.0091,0.02,14.0943,109836.1086,149034.7508,164,0.6673,0.0097,0,0.0041,288.22,0.043,14.1343,19,0,450.27,127031,0,0,0,12954.926,183,6695.19,9790871.7696,142243
"4580",15192,21.9882,0.3773,NA,0.002,NA,0.0016,0.0097,0.02,14.0943,163181.9855,163919.8853,170,0.6543,0.0094,2e-04,0.0048,477.31,0.0683,14.2708,17,2.08,437.41,141971,0,0,0,21393.104,187,6988.83,10697868.8683,153672
"4580",15199,20.7031,-1.1834,NA,0.0016,NA,0.0016,0.0095,0.02,14.0943,145760.4212,163113.2068,173,0.693,0.0101,0,0.005,420.07,0.0586,14.3191,19,1.2,505.49,147423,0,0,0,16273.032,192,7174.28,10220740.4116,148530
"4580",15206,21.8937,0.3671,NA,0.0018,NA,0.0016,0.0097,0.02,14.0943,159075.986,159440.9252,170,0.6532,0.0094,0,0.0041,367.66,0.0526,14.3018,19,0,473.42,131004,0,0,0,18682.81,189,6984.42,10645696.2431,152915
"4580",15213,21.21,-0.9233,NA,0.0015,NA,0.0016,0.0095,0.02,14.0943,125091.1332,159335.1446,170,0.6779,0.0098,0,0.0041,348.18,0.0491,14.3776,20,0,520.59,137849,0,0,0,15161.557,190,7092.12,10428637.3999,150424
"4580",15220,21.9107,0.301,NA,0.0015,NA,0.0016,0.0098,0.02,14.0943,160886.849,169096.5295,176,0.6531,0.0095,0,0.004,379.38,0.0542,14.3101,20,0,464.71,149444,0,0,0,16011.543,196,6996.36,10542699.4691,153295
"4580",15227,22.4138,0.1126,NA,0.0014,NA,0.0016,0.0094,0.02,14.0943,107691.2098,142005.7927,176,0.6379,0.0092,0,0.0038,273.03,0.0476,14.297,21,0,380.06,111885,0,0,0,12693.454,197,5738.66,8897053.2463,128625
"4580",15234,21.6955,-0.3384,NA,0.0019,NA,0.0017,0.0122,0.02,14.0943,137726.3572,170179.6494,171,0.6675,0.0098,0,0.004,456.75,0.0635,14.4825,19,0,443.27,133878,0,0,0,19750.692,190,7194.29,10623952.8142,156084
"4580",15241,20.9386,-0.7967,NA,0.0015,NA,0.0017,0.0098,0.02,14.0943,140235.7373,162085.681,171,0.6858,0.01,0,0.0043,328.53,0.0461,14.3596,20,0,420.83,146262,0,0,0,15519.499,191,7121.68,10229992.6077,149118
"4580",15248,19.7436,-2.0448,NA,0.0016,NA,0.0017,0.0098,0.02,14.0943,126538.7047,156329.2927,175,0.7378,0.0102,0,0.0049,590.45,0.0784,14.5664,19,0,460.03,139707,0,0,0,17449.719,194,7529.11,10773111.0295,148652
"4580",15255,21.8498,-0.2493,NA,0.0014,NA,0.0016,0.0095,0.02,14.0943,149165.3165,166453.0589,170,0.667,0.01,0,0.0035,547.91,0.0754,14.5744,15,0,388.28,153148,0,0,0,14913.114,185,7265.62,10628091.4198,158752
"4580",15262,20.7061,-1.2003,NA,0.0015,NA,0.0016,0.0095,0.02,14.0943,145441.2974,158860.0656,177,0.8732,0.0129,0,0.0043,482.66,0.0658,18.0815,19,7,511.51,122176,0,0,0,15264.382,196,7339.44,10264494.289,151971
"4580",15269,21.6937,-0.1267,NA,0.0016,NA,0.0016,0.0096,0.02,14.0943,147344.6715,157413.141,173,0.6689,0.01,0,0.0043,496.09,0.0689,14.51,16,0,368.38,147193,0,0,0,16755.827,189,7195.28,10434137.7234,156092
"4580",15276,21.1471,-0.8247,NA,0.0019,NA,0.0017,0.0095,0.02,14.0943,138154.0806,156934.6287,183,0.6807,0.0103,0,0.0039,368.77,0.0497,14.3058,17,0,401.47,119876,0,0,0,19735.053,200,7417.96,10370415.8357,156868
"4580",15283,21.7368,-0.4227,NA,0.0015,NA,0.0017,0.0096,0.02,14.0943,154744.4365,165536.0972,179,0.6656,0.0098,0,0.0042,441.87,0.0597,14.4563,17,0,389.79,155812,0,0,0,16526.044,196,7400.54,10940834.9902,160864
"4580",15290,21.5268,-0.2342,NA,0.0016,NA,0.0017,0.0097,0.02,14.0943,166206.9874,159960.0276,177,0.6631,0.0095,0,0.0039,242.91,0.0338,14.274,16,0,314.22,158394,0,0,0,17031.354,193,7192.63,10758553.3099,154834
"4580",15297,21.8861,0.0756,NA,0.0015,NA,0.0017,0.0097,0.02,14.0943,166206.9874,161330.6252,183,0.6598,0.0102,0,0.0042,357.2,0.0489,14.3677,15,0,337.19,130494,0,0,0,15801.183,198,7301.8,10358863.9487,159808
"4580",15304,20.315,-1.9481,NA,0.0017,NA,0.0017,0.0093,0.02,14.0943,85969.1314,97542.3545,174,0.7087,0.0103,0,0.0043,228.82,0.0547,14.398,15,0,179.18,93612,0,0,0,10029.136,189,4181.94,5866337.6537,84956
"4580",15311,21.603,-1.3247,NA,0.0015,NA,0.0016,0.0095,0.1,14.6525,185543.835,194709.36,183,0.7066,0.0103,0,0.0034,1539.26,0.1721,15.2449,15,12.76,440.65,154281,0,0,0,20114.499,198,8945.99,13238543.4543,193260
"4580",15318,20.9035,-1.3162,NA,0.0017,NA,0.0016,0.0094,0.02,14.0943,185543.835,172334.0297,180,0.7145,0.0109,1e-04,0.0042,1042.62,0.128,14.8681,15,0,363.29,155441,0,0,0,18854.188,195,8142.78,11139486.3498,170213
"4580",15325,20.7345,-1.2567,NA,0.0021,NA,0.0016,0.0095,0.02,14.0943,185543.835,165915.6338,184,0.7099,0.0108,1e-04,0.0045,725.69,0.0931,14.6926,14,2.43,322.91,165681,0,0,0,22654.929,198,7795.57,10588348.7618,161637
"4580",15332,19.0632,-1.6858,NA,0.002,NA,0.0017,0.01,0.02,14.0943,108233.9037,106271.58,185,0.7471,0.0108,0,0.0043,232.9,0.0348,14.1973,14,0,309.9,160049,0,0,0,17552.341,199,6697.31,8836922.0324,127672
"4580",15339,20.3885,-0.7002,NA,0.0019,NA,0.0016,0.0097,0.02,14.0943,108233.9037,98443.5079,172,0.6902,0.0103,0,0.0031,92.87,0.0189,14.0718,12,0,133.66,107488,0,0,0,12456.544,184,4915.76,6699373.1149,100225
"4580",15346,22.787,0.2061,NA,0.0016,NA,0.0016,0.0095,0.04,14.2339,123567.7378,185079.3576,186,0.668,0.0103,0,0.0032,1328.71,0.1739,15.1712,14,16.05,348.78,127320,0,0,0,18319.717,200,7639.08,11243220.781,174072
"4580",15353,22.1908,0.2473,NA,0.0017,NA,0.0016,0.0098,0.04,14.2339,146034.5992,195237.0239,186,0.6674,0.0104,0,0.004,888.47,0.1084,14.7248,13,6.64,329.48,137126,0,0,0,19428.717,199,8195.12,11652453.4887,181856
"4580",15360,22.9807,1.569,NA,0.002,NA,0.0016,0.01,0.04,14.2339,151651.3146,178085.7013,182,0.6383,0.0101,0,0.0039,660.54,0.0886,14.6678,13,0,355.83,121932,0,0,0,22229.972,195,7453.65,10872258.6387,171290
"4580",15367,22.0866,0.4075,NA,0.0022,NA,0.0016,0.0099,0.04,14.2339,140417.8839,181233.5602,183,0.6611,0.01,0,0.0036,558.74,0.0725,14.6014,14,0,370.55,104792,0,0,0,24987.098,197,7703.46,11215136.0998,170143
"4925",15010,16.4732,-1.2214,NA,0.0021,NA,0.0016,0.0144,0.02,15.5102,20576.7169,22897.6124,36,0.9303,0.0161,0,0.0029,0.81,7e-04,15.3245,5,0,106.84,22696,0,0,0,2399.25,41,1194.12,1139840.9136,19671
"4925",15017,16.6135,-0.4065,NA,0.0016,NA,0.0016,0.0149,0.02,15.5102,19773.6498,20343.2517,37,0.9232,0.0157,0,0.0049,0.02,0,15.3371,5,0,123.83,23007,0,0,0,1799.924,42,1131.01,1107559.4488,18790
"4925",15024,17.0645,0.3684,NA,0.0022,NA,0.0017,0.0152,0.02,15.5102,21745.8144,19961.6386,37,0.9007,0.0147,0,0.0066,0.35,3e-04,15.3692,4,0,103.81,24409,0,0,0,2560.89,41,1094.61,1142077.3311,18679
"4925",15031,16.9097,0.465,NA,0.0018,NA,0.0017,0.0154,0.02,15.5102,20193.6849,18753.9411,33,0.9076,0.0151,0,0.0028,0.17,2e-04,15.3471,4,0,105.68,20627,0,0,0,1767.807,37,959.39,974021.4391,16223
"4925",15038,16.3858,-0.8791,NA,0.0015,NA,0.0017,0.0147,0.02,15.5102,22978.467,23189.2895,37,0.9393,0.0152,0,0.0026,0,0,15.3907,5,0,130.61,19855,0,0,0,1875.115,42,1210.07,1227947.2867,19828
"4925",15045,16.3042,-0.9825,NA,0.0017,NA,0.0017,0.0146,0.02,15.5102,17606.6221,21384.546,36,0.9533,0.016,0,0.0032,0,0,15.4383,5,0,124.34,20949,0,0,0,1985.731,41,1172.21,1136094.2924,19112
"4925",15052,17.1416,0.5339,NA,0.0019,NA,0.0017,0.0152,0.02,15.5102,21073.7628,20267.6423,36,0.9022,0.0152,0,0.0028,0.22,2e-04,15.4654,5,0,110.49,21917,0,0,0,2088.302,41,1103.92,1119832.5583,18923
"4925",15059,15.6604,-1.138,NA,0.0016,NA,0.0017,0.0151,0.02,15.5102,21596.9877,21061.2524,35,0.9893,0.0166,0,0.0038,0.19,2e-04,15.4934,5,0,124.47,22760,0,0,0,1750.576,40,1164.98,1089383.4497,18244
"4925",15066,17.2549,1.1275,NA,0.0019,NA,0.0017,0.0157,0.02,15.5102,20312.7084,18572.8817,36,0.8962,0.0153,0,0.0046,0.27,2e-04,15.4643,5,0,110.53,22806,0,0,0,2124.757,41,1104.21,1116673.1864,19053
"4925",15073,16.5306,0.175,NA,0.0014,NA,0.0017,0.0153,0.02,15.5102,24002.4893,20196.5578,35,0.9359,0.0136,0,0.003,0,0,15.4715,5,0,112.49,24384,0,0,0,2013.264,40,1229.42,1394381.7365,20323
"4925",15080,17.0679,0.1356,NA,0.0022,NA,0.0017,0.0147,0.02,15.5102,18552.1548,20323.1086,36,0.9027,0.0145,0,0.0028,0,0,15.4068,5,0,98.74,22163,0,0,0,2504.932,41,1084.9,1149992.0233,18517
"4925",15087,17.1206,0.397,NA,0.0014,NA,0.0017,0.0149,0.02,15.5102,16202.3666,18902.6576,34,0.9077,0.0147,0,0.0025,0,0,15.5407,5,0,91.97,24629,0,0,0,1405.444,39,942.2,998012.9803,16131
"4925",15094,14.4776,-1.9746,NA,0.0014,NA,0.0017,0.0152,0.02,15.5102,18987.6513,18964.2746,36,1.0757,0.0166,0,0.0026,1.02,9e-04,15.5741,5,0,113.04,22810,0,0,0,1502.266,41,1171.12,1101742.7294,16955
"4925",15101,16.8592,-0.8173,NA,0.0019,NA,0.0017,0.0148,0.02,16.1306,18730.6195,22047.3568,36,0.9365,0.0148,0,0.0023,0.23,2e-04,15.7883,5,0,117.13,21735,0,0,0,2335.734,41,1167.79,1248936.6999,19688
"4925",15108,17.8235,1.0669,NA,0.0019,NA,0.0017,0.0156,0.02,16.1306,24507.1765,20891.9,36,0.89,0.0135,0,0.0026,0,0,15.8627,4,0,111.56,22014,0,0,0,2651.576,40,1159.82,1361759.182,20672
"4925",15115,17.3166,0.9884,NA,0.002,NA,0.0017,0.016,0.02,16.1306,26803.35,20239.8546,34,0.932,0.0159,0,0.0031,0,0,15.8344,5,0,126.81,24993,0,0,0,2304.655,39,1158.14,1177136.7231,20055
"4925",15122,15.2211,-1.1892,NA,0.0017,NA,0.0017,0.0159,0.02,16.1306,24430.742,19793.7668,37,1.0343,0.0166,0,0.0037,0,0,15.7437,5,0,107.19,20608,0,0,0,1820.431,42,1121.34,1063324.8241,17068
"4925",15129,15.9182,-0.5726,NA,0.0015,NA,0.0016,0.0152,0.02,16.1306,23288.1159,17306.2866,34,0.9964,0.0155,0,0.004,4.98,0.0052,15.8602,5,0,100.96,18874,0,0,0,1478.451,39,950.86,974322.3407,15136
"4925",15136,16.5473,-0.2568,NA,9e-04,NA,0.0017,0.0149,0.02,16.1306,22196.2531,20510.0495,33,0.9563,0.0148,0,0.0051,4.47,0.0037,15.825,5,0,130.24,25188,0,0,0,1148.455,38,1216.51,1296993.4221,20130
"4925",15143,14.7897,-2.3832,NA,0.002,NA,0.0017,0.0146,0.02,16.1306,16836.1088,19926.9279,36,1.1494,0.0182,0,0.0041,0.4,3e-04,16.9995,5,0,133.02,19596,0,0,0,2358.886,41,1240.93,1162176.5083,18353
"4925",15150,15.5184,-1.6408,NA,0.0018,NA,0.0017,0.0146,0.02,16.1306,14958.8187,19250.6602,32,0.978,0.0149,0,0.0043,0.4,4e-04,15.1771,5,0,117.4,20817,0,0,0,2003.539,37,1116.61,1137251.0909,17328
"4925",15157,14.7668,-1.7778,NA,0.0017,NA,0.0017,0.0152,0.02,16.1306,22380.7094,19753.9843,31,0.9989,0.0147,0,0.003,0,0,14.7505,5,0,118.16,22313,0,0,0,2041.955,36,1175.95,1179218.0061,17365
"4925",15164,15.9539,-1.2443,NA,0.0017,NA,0.0016,0.0146,0.02,16.1306,15756.1058,17020.9756,30,0.9938,0.0152,0,0.0029,1.38,0.0016,15.8556,5,0,95.27,18775,0,0,0,1501.077,35,851.2,889367.5146,13580
"4925",15171,15.1473,-1.5235,NA,0.0011,NA,0.0016,0.0151,0.02,16.1306,23120.7642,20653.6458,31,1.0452,0.0155,0,0.0033,0.08,1e-04,15.8318,5,0,113.48,22843,0,0,0,1242.699,36,1104.75,1130985.2163,16734
"4925",15178,17.2592,0.3244,NA,0.0014,NA,0.0017,0.0149,0.02,16.1306,18100.9073,19894.0508,29,0.9168,0.0135,0,0.0022,3.66,0.0035,15.8229,4,0,121.36,21306,0,0,0,1771.666,33,1055.09,1239404.4368,18210
"4925",15185,15.5669,-1.9535,NA,0.0017,NA,0.0017,0.0144,0.02,16.1306,16241.4787,21169.6205,29,1.0163,0.016,0,0.0048,4.01,0.0036,15.8205,5,0,146.4,21404,0,0,0,1924.445,34,1128.74,1116575.4071,17571
"4925",15192,16.946,-0.7433,NA,6e-04,NA,0.0016,0.0145,0.02,16.1306,20945.381,22689.7156,28,0.924,0.0144,0,0.0053,1.59,0.0015,15.6574,5,0,116.43,22489,0,0,0,697.911,33,1096.48,1190334.821,18581
"4925",15199,16.7285,-1.0992,NA,0.0012,NA,0.0016,0.0144,0.02,16.1306,17463.119,21916.9091,30,0.9496,0.016,0,0.0042,6.21,0.0053,15.8852,5,0,136.24,16641,0,0,0,1440.991,35,1163.52,1157207.0171,19464
"4925",15206,17.4815,-0.3376,NA,0.0016,NA,0.0016,0.0144,0.02,16.1306,16950.1224,21698.2162,28,0.9109,0.0149,0,0.0038,8.25,0.0075,15.9233,4,0,108.69,19541,0,0,0,1911.158,32,1095.33,1173340.1508,19148
"4925",15213,16.5935,-0.6696,NA,8e-04,NA,0.0016,0.0149,0.02,16.1306,22936.2156,21882.6339,29,0.9589,0.014,0,0.0041,12.05,0.0104,15.912,5,0,132.42,25206,0,0,0,1105.287,34,1154.73,1311719.1754,19161
"4925",15220,18.934,-0.3883,NA,0.0017,NA,0.0016,0.015,0.02,16.1306,28074.2066,26222.7154,27,0.8378,0.0136,0,0.0045,18.75,0.0177,15.8624,5,0.62,140.26,28965,0,0,0,2065.549,32,1060.74,1233126.347,20084
"4925",15227,20.6795,1.6191,NA,0.0012,NA,0.0016,0.0153,0.02,16.1306,24409.5158,20843.6977,31,0.7794,0.013,0,0.0034,35.71,0.0353,16.1167,4,0,88.04,21511,0,0,0,1535.294,35,1011.63,1254615.9821,20920
"4925",15234,20.093,0.4451,NA,8e-04,NA,0.0017,0.0148,0.02,16.1306,24766.89,26295.492,30,0.8071,0.0142,0,0.0044,52.17,0.0407,16.2176,4,0,125.26,22721,0,0,0,1184.062,34,1282.09,1459670.8781,25761
"4925",15241,20.0332,0.419,NA,0.0019,NA,0.0017,0.0148,0.02,16.1306,23568.5094,25664.6018,31,0.8117,0.0142,0,0.0049,51.14,0.0406,16.261,4,0,106.29,25036,0,0,0,2767.985,35,1259.26,1442435.4021,25227
"4925",15248,20.7556,1.093,NA,0.0015,NA,0.0017,0.0148,0.02,16.1306,22774.5822,25544.4022,31,0.7833,0.0133,0,0.0043,39.67,0.0335,16.2588,4,0,117.44,26826,0,0,0,2188.279,35,1183.15,1444353.4917,24557
"4925",15255,21.5137,1.4233,NA,0.0012,NA,0.0016,0.0219,0.02,16.1306,21948.9289,27229.531,43,1.135,0.0194,0,0.0042,17.82,0.0151,24.4174,5,8.45,149.53,20310,0,0,0,1841.228,48,1181.85,1484490.2468,25426
"4925",15262,16.8001,-2.8207,NA,0.0029,NA,0.0016,0.015,0.02,16.1306,21400.9582,24989.5047,30,0.9563,0.0157,0,0.0055,15.96,0.0144,16.0666,4,0,101.72,28477,0,0,0,3295.495,34,1106.6,1132557.724,18591
"4925",15269,22.4937,2.7818,NA,0.002,NA,0.0016,0.0149,0.02,16.1306,21681.0302,25477.681,30,0.7086,0.0134,0,0.0044,16.3,0.0143,15.9382,4,0,133.73,25069,0,0,0,2688.855,34,1139.61,1360050.8967,25634
"4925",15276,22.2492,2.3824,NA,0.0015,NA,0.0017,0.0148,0.02,16.1306,20328.6807,25546.5026,30,0.7265,0.0138,0,0.0053,25.28,0.0215,16.164,4,1.32,132.17,19941,0,0,0,2074.035,34,1175.86,1375148.0722,26162
"4925",15283,23.649,3.1714,NA,0.0016,NA,0.0017,0.0149,0.02,16.1306,23413.1069,29221.9946,29,0.6965,0.0143,0,0.0044,61.47,0.0524,16.4726,4,3.76,130.66,28122,0,0,0,2140.334,33,1172.61,1353753.6413,27731
"4925",15290,21.0528,1.2249,NA,0.001,NA,0.0017,0.0154,0.02,16.1306,25147.4111,26951.668,28,0.7661,0.0143,0,0.0048,22.03,0.0197,16.1283,4,0,121.55,23875,0,0,0,1257.067,32,1119.09,1264995.919,23560
"4925",15297,23.0338,3.0832,NA,0.0012,NA,0.0017,0.0153,0.02,16.1306,25147.4111,27496.0198,28,0.7063,0.0142,0,0.0048,48.92,0.0413,16.2679,4,5.53,134.69,25184,0,0,0,1593.649,32,1183.13,1356312.0225,27252
"4925",15304,20.8915,1.4274,NA,0.0019,NA,0.0017,0.0157,0.02,16.1306,13007.2816,14444.748,23,0.7862,0.0149,0,0.0055,21.39,0.0371,16.4239,4,0,68.21,15972,0,0,0,1207.509,27,577.03,637575.923,12055
"4925",15311,19.2112,1.1179,NA,0.0016,NA,0.0016,0.0153,0.1,16.7694,28073.1103,26609.6526,30,0.8592,0.0151,0,0.0034,82.8,0.0678,16.5067,2,0,43.18,28268,0,0,0,2111.118,32,1220.54,1336844.5804,23448
"4925",15318,18.0711,0.2618,NA,0.0016,NA,0.0016,0.015,0.02,16.1306,28073.1103,25432.1586,29,0.902,0.0153,0,0.0036,61.29,0.0526,16.2999,3,0,69.57,23347,0,0,0,2037.897,32,1166.17,1245591.0733,21074
"4925",15325,18.988,1.4784,NA,0.0013,NA,0.0016,0.0152,0.02,16.1306,28073.1103,24260.9431,29,0.8321,0.0146,0,0.0027,18.48,0.0163,15.7998,4,0,105.17,24996,0,0,0,1557.202,33,1131.61,1228183.8734,21487
"4925",15332,17.8632,2.0765,NA,0.0014,NA,0.0017,0.0169,0.02,16.1306,16375.981,15570.9841,27,0.8775,0.0145,0,0.0031,7.11,0.0076,15.6744,3,0,65.75,17916,0,0,0,1356.856,30,931.3,1004581.2436,16636
"4925",15339,15.9107,1.2521,NA,0.0016,NA,0.0016,0.0182,0.02,16.1306,16375.981,11296.7122,26,0.9892,0.016,0,0.0019,5.24,0.0078,15.7392,3,0,58.14,18678,0,0,0,1033.336,29,670.68,658631.0499,10671
"4925",15346,18.9841,0.3243,NA,8e-04,NA,0.0016,0.0144,0.04,16.2903,18696.0173,22990.8183,29,0.8819,0.0155,0,0.0037,146.51,0.1273,16.743,3,0,76.89,21526,0,0,0,1010.751,32,1150.54,1241793.0613,21842
"4925",15353,18.6155,-0.0281,NA,0.0017,NA,0.0016,0.0144,0.04,16.2903,22095.2931,28100.1026,29,0.8656,0.0145,0,0.0046,55.71,0.0474,16.1138,3,0,75.65,18356,0,0,0,2264.099,32,1175.9,1302927.1991,21890
"4925",15360,18.7197,0.567,NA,0.002,NA,0.0016,0.0148,0.04,16.2903,22945.1121,26169.6768,29,0.8539,0.0137,0,0.0036,30.44,0.0281,15.9849,2,0,55.81,19811,0,0,0,2582.864,31,1082.55,1262901.0686,20265
"4925",15367,22.6632,4.2815,NA,0.0019,NA,0.0016,0.0146,0.04,16.2903,21245.4741,26500.2869,28,0.7148,0.0124,0,0.0033,88.08,0.08,16.1989,2,0,63.39,15958,0,0,0,2717.085,30,1101.3,1434126.4535,24959
