,fc_id,year_month,turn_full_last_month,turn_part_last_month,turn_sum_last_month,boxes_per_hr,bph_actual_minus_fcast,cargo_loss,damages_per_sales,fcast_cargo_loss,fcast_damages_per_sales,fcast_labor_per_sales,fcast_ot_hrs_pct_tot_prod_hrs,fcast_prod_avg_wage,fcast_receiving_cartons,fcast_vol_boxes_wkly,ft_headcount_wkly,labor_per_box,labor_per_sales,leave_behinds,missing_wrong,ot_hrs,ot_hrs_pct_tot_prod_hrs,prod_avg_wage,pt_headcount_wkly,pt_ot_hrs,pt_tot_hrs,receiving_cartons,temp_headcount_wkly,temp_hrs,temp_ot_hrs,tot_damages,tot_headcount_wkly,tot_prod_hrs,tot_sales,vol_boxes_wkly
292,7144,2017-12,7.0,3.0,10.0,19.0287,-7.48596,0.0,0.0002,0.0,0.00026,0.0227,0.0413,18.1348,23668.84706,14989.21386,19.4,0.94816,0.029600000000000005,0.0009599999999999999,0.00206,31.611999999999995,0.02918,18.00176,4.0,0.0,73.168,21591.2,5.0,127.25,0.0,109.0856,28.4,919.5219999999999,560446.03262,17627.4
293,7163,2017-12,0.0,0.0,0.0,15.98288,-4.2317599999999995,0.00124,0.00184,0.0009,0.00232,0.018,0.0201,17.51,44613.02288,35425.26266,58.8,1.09792,0.020939999999999997,0.0,0.0030600000000000002,28.920000000000005,0.011699999999999999,17.49754,16.4,0.0,343.108,40120.2,0.0,0.0,0.0,3531.4693999999995,75.2,2246.85,1905111.15898,36155.2
294,7199,2017-12,0.0,0.0,0.0,16.1212,-4.0288,2e-05,0.00138,0.0008,0.0018199999999999998,0.014099999999999998,0.02,18.9248,31625.681839999994,29337.728039999998,33.6,1.1991800000000001,0.01802,0.0,0.0036,67.842,0.04104000000000001,19.2209,7.0,0.0,145.338,25968.163999999997,0.2,7.2,0.0,2090.1126,40.8,1441.272,1547020.5795399998,23187.4
295,7210,2017-12,0.0,1.0,1.0,14.33536,-2.52156,0.00794,0.0008399999999999999,0.0016999999999999997,0.00212,0.0208,0.063,17.6415,74832.10162,79015.1463,128.0,1.2581400000000003,0.024259999999999997,0.00074,0.0051400000000000005,499.01599999999996,0.07633999999999999,17.93702,9.6,0.0,215.954,92292.2,22.8,567.492,0.0,3435.001,160.4,5759.11,4333941.7787,83413.4
296,7212,2017-12,0.0,0.0,0.0,18.77946,-2.9884,0.0033,0.00028,0.0016,0.00372,0.0183,0.06,17.4059,82996.7436,85544.54604000002,102.8,1.0381,0.0211,0.00016,0.0041800000000000006,231.47400000000002,0.04938,19.33614,38.2,5.672,812.5039999999999,72917.6,0.0,0.0,0.0,1121.7686,141.0,4237.124000000001,3914269.98222,79114.4
297,7214,2017-12,2.0,2.0,4.0,20.79336,-10.35866,0.0041800000000000006,0.0029000000000000002,0.0009,0.0016,0.0118,0.02,14.5041,26828.9575,43821.23026,29.0,0.7202999999999999,0.016059999999999998,0.0,0.00266,111.676,0.08166,14.878740000000002,4.2,0.0,89.628,20229.6,0.0,0.0,0.0,3360.2419999999997,33.2,1242.654,1165011.5868000002,25961.2
299,7221,2017-12,0.0,0.0,0.0,16.57194,-5.17988,0.0334,0.00032,0.0009,0.00062,0.0164,0.0293,16.167,152829.75782,118600.11306,134.4,0.9518599999999999,0.0195,0.0,0.0033799999999999998,407.69999999999993,0.05184,15.64092,23.8,10.145999999999999,577.256,131404.4,62.0,1552.19,0.0,2096.419,220.2,7224.140000000001,5946967.29748,121644.6
300,6367,2018-01,1.0,0.0,1.0,15.815975,-0.475225,0.000575,0.003725,0.0008,0.00235,0.0219,0.03175,17.179625,3836.732075,4898.59675,7.25,1.144075,0.025249999999999998,0.0,0.0032,9.95,0.035375,18.07585,2.0,0.2575,38.9925,3166.5,0.0,0.0,0.0,743.5945,9.25,279.40999999999997,200077.624775,4416.5
301,6710,2018-01,0.0,0.0,0.0,17.04025,-2.4735750000000003,0.0014000000000000002,0.0011500000000000002,0.001,0.001675,0.0165,0.035,16.7288,140660.93865,165249.624975,162.5,1.07485,0.019424999999999998,7.5e-05,0.003275,399.4024999999999,0.045599999999999995,18.268025,41.5,0.0,1030.1975,99941.75,63.5,1596.465,62.065000000000005,8659.76525,267.5,8607.317500000001,8123446.1449,146381.5
302,6818,2018-01,2.0,1.0,3.0,18.81025,-4.22295,0.0015500000000000002,0.001925,0.0012,0.0024500000000000004,0.0151,0.07765000000000001,18.757824999999997,172776.77240000002,222033.45972500002,237.0,1.003325,0.01815,0.0,0.003375,360.7075,0.03565,18.786324999999998,51.25,0.0,1193.0375,137806.0,1.25,28.125,0.0,19891.4335,289.5,9891.23,10289014.6832,185994.75
303,6913,2018-01,7.0,3.0,10.0,15.15705,-6.08555,0.0029249999999999996,0.0027999999999999995,0.0016,0.004775,0.0171,0.10605,19.83625,141225.88775,165689.98870000002,208.25,1.2474500000000002,0.022699999999999998,0.00047500000000000005,0.005325,1147.9375,0.09762499999999999,18.956,45.0,43.575,1258.5900000000001,128292.0,62.5,1566.8475,38.3525,26570.515999999996,315.75,11093.35,9239141.854375001,167920.5
304,6920,2018-01,4.0,4.0,8.0,24.1714,1.348125,0.001825,0.003425,0.0011,0.0036249999999999998,0.0131,0.0275,16.756725,163071.19405,245644.7691,189.5,0.723175,0.012825000000000001,0.0,0.0023,190.92,0.020925,17.3996,67.75,0.71,1482.4299999999998,149343.5,47.5,1186.6225,7.1225,43124.14325,304.75,9250.5325,12629252.56445,223896.25
306,6926,2018-01,12.0,2.0,14.0,16.275499999999997,-3.427175,0.000775,0.002725,0.0008,0.002625,0.024,0.016,20.04765,28970.712025,49564.24735,44.0,1.1713,0.029825000000000004,0.005775,0.0037500000000000003,261.8175,0.09640000000000001,19.051899999999996,4.0,0.0,86.88,26771.5,28.75,719.61,41.722500000000004,4671.0785,76.75,2688.8925,1717257.9471500001,43737.75
308,6932,2018-01,3.0,0.0,3.0,18.5201,0.19165000000000001,0.0015,0.00145,0.0011,0.002475,0.0187,0.03735,14.9351,57628.50415,80435.434125,78.5,0.8063750000000001,0.017025000000000002,2.5e-05,0.004200000000000001,178.58,0.04175,14.898125,11.0,1.7125,262.6225,52567.0,28.75,714.0,28.25,5133.843000000001,118.25,3785.7825000000003,3363434.170175,69696.75
309,6954,2018-01,2.0,2.0,4.0,17.06635,-2.00075,0.001725,0.0022,0.0016,0.002325,0.0171,0.05,16.5031,120253.52465,147211.405825,159.75,0.969975,0.018175,0.0,0.0046,291.49,0.038375000000000006,16.47135,37.5,0.6625,918.9100000000001,100687.5,14.5,360.395,2.4,14495.41375,211.75,7296.317499999999,6644685.596275,124434.25
310,6986,2018-01,11.0,2.0,13.0,19.331975,-2.241175,0.00215,0.0026750000000000003,0.0012,0.002975,0.0163,0.04,18.781275,125647.13187499999,152162.698225,139.5,0.97215,0.017175,0.00030000000000000003,0.00265,388.07,0.060950000000000004,18.74835,45.75,12.1575,1274.62,103343.25,0.0,0.0,0.0,18830.649250000002,185.25,6419.2625,7037409.281375,124149.5
311,7043,2018-01,0.0,2.0,2.0,15.7166,-2.79075,0.012049999999999998,0.003775,0.0015,0.002575,0.018,0.06625,17.2381,86418.62615,100287.616175,118.75,1.09755,0.02055,0.00017500000000000003,0.004075,415.74499999999995,0.0711,17.2382,27.75,2.6125,641.0000000000001,71606.75,13.75,347.6675,38.24,17973.14875,160.25,5721.952499999999,4799811.404275,89830.25
312,7045,2018-01,4.0,1.0,5.0,22.5473,-2.4326749999999997,0.00125,0.00405,0.0012,0.00315,0.0149,0.04,18.0561,58033.912525,72079.31915,69.75,0.8013750000000001,0.0159,0.0,0.00165,55.120000000000005,0.0165,18.0317,26.5,0.0,618.45,55519.0,0.0,0.0,0.0,15128.4655,96.25,3212.1475,3650426.8410749994,72421.75
313,7050,2018-01,3.0,3.0,6.0,16.080750000000002,-3.332475,0.0025,0.001025,0.0016,0.0024,0.02,0.02,15.743250000000002,70042.614325,97361.01255000001,96.0,1.0168,0.023475,0.0027749999999999997,0.004325,208.6775,0.0523,16.232,10.75,0.0,223.755,55924.5,4.5,109.485,4.4325,2754.9975,111.25,3911.165,2702959.2115749996,62737.5
314,7072,2018-01,2.0,1.0,3.0,18.27315,-5.606324999999999,0.00165,0.0023,0.0012,0.0029749999999999998,0.015,0.0525,16.7637,70255.86709999999,79857.298475,94.75,0.9271250000000001,0.01865,0.0,0.0058000000000000005,377.41249999999997,0.079775,16.942674999999998,13.5,5.705,360.24,69243.5,16.25,404.905,0.0,9591.04125,124.5,4660.7775,4235314.7849,85140.25
315,7077,2018-01,4.0,1.0,5.0,15.404399999999999,-7.24555,0.001675,0.002875,0.0017,0.003275,0.0166,0.02,18.586725,134915.35725,170236.79345,209.5,1.188225,0.022725000000000002,0.00034999999999999994,0.0036249999999999998,976.7375,0.091825,18.252575,45.25,3.4825,1162.1750000000002,119656.0,2.75,68.83,2.6875,22958.116,257.5,9956.2025,8000475.943674999,152906.5
316,7133,2018-01,0.0,0.0,0.0,17.102,-4.2208,0.001025,0.002325,0.0011,0.0015,0.0162,0.0625,17.4388,173775.43005000002,188236.00055000003,243.5,0.9957250000000001,0.019649999999999997,5e-05,0.0035,248.13750000000002,0.02085,16.959825000000002,67.75,11.1825,1787.5925,159430.75,27.75,696.25,1.125,22615.225,339.0,11318.5225,9811548.590675,193274.25
317,7144,2018-01,6.0,3.0,9.0,20.977675,-2.001525,0.0,0.000375,0.0,0.0004,0.0287,0.029525,18.030025000000002,21565.874350000002,20305.373724999998,19.0,0.8747,0.028374999999999997,0.0,0.0010500000000000002,18.205,0.021025000000000002,18.210375,4.0,0.0,79.5475,22490.0,1.25,35.875,0.0,198.9435,24.25,802.2075,513476.07005,16659.5
318,7163,2018-01,1.0,0.0,1.0,16.58725,-4.6408249999999995,0.0012000000000000001,0.002775,0.0009,0.0028499999999999997,0.0168,0.035025,17.661425,35282.0555,46363.40685,59.25,1.06805,0.020075,0.0,0.002575,43.36500000000001,0.018099999999999998,17.677325,17.75,0.0,362.58000000000004,34309.0,0.0,0.0,0.0,5882.1537499999995,77.0,2390.9275,2107719.991475,39627.75
319,7199,2018-01,0.0,0.0,0.0,16.804299999999998,-3.8567,7.500000000000001e-05,0.001925,0.0008,0.0030749999999999996,0.0137,0.035,19.089199999999998,23807.620150000002,38193.575749999996,36.75,1.1608,0.016999999999999998,0.0,0.002925,38.76,0.023875,19.310025,7.0,0.0,156.8725,19062.2125,1.25,32.575,0.45,3459.90625,45.0,1564.35,1799840.75,26325.0
320,7210,2018-01,1.0,0.0,1.0,15.075275000000001,-2.3416250000000005,0.0021999999999999997,0.0011,0.0017,0.0023,0.0195,0.06839999999999999,17.707725,82409.6682,96093.918375,130.0,1.2471,0.023525,0.00065,0.005025,776.4425,0.11737500000000001,18.7593,7.75,0.0,177.57250000000002,74141.75,17.0,430.68999999999994,0.0,5436.374250000001,154.75,6125.6825,4892177.712025,92003.5
321,7212,2018-01,0.0,0.0,0.0,19.300175,-2.5128500000000003,0.001725,0.000975,0.0016,0.0031999999999999997,0.0184,0.06,17.7083,87555.0973,111272.73562499999,103.25,0.9947000000000001,0.02085,0.000125,0.003925,345.60249999999996,0.07152499999999999,19.117225,34.0,8.53,882.3475,74839.0,0.0,0.0,0.0,4198.92925,137.25,4680.7125,4305120.810374999,90126.75
322,7214,2018-01,0.0,2.0,2.0,20.81245,-11.015525,0.001225,0.002575,0.0009,0.003575,0.0119,0.02,14.536275,31422.520975,54857.587999999996,31.75,0.715125,0.0168,0.0,0.003175,70.72,0.051075,14.823575,4.5,0.0,90.3325,26642.75,0.0,0.3525,0.0,3084.2135,36.25,1342.615,1189552.085925,27926.25
324,7221,2018-01,0.0,0.0,0.0,17.467425,-4.831225,0.0012,0.0007,0.0009,0.000625,0.0157,0.042425000000000004,16.271475000000002,114365.60225,162501.140075,149.25,0.9054749999999999,0.018224999999999998,0.0,0.003425,314.3,0.03995,15.787949999999999,23.25,6.180000000000001,588.38,104201.5,46.5,1163.25,0.0,4792.3065,219.0,7447.6775,6492212.364775,130044.5
325,6367,2018-02,1.0,0.0,1.0,15.682633333333333,0.8552000000000001,0.0008666666666666666,0.007500000000000001,0.0008,0.0038666666666666663,0.0265,0.0242,18.0391,3535.9426999999996,4121.594,7.333333333333333,1.2122,0.028399999999999998,0.0,0.0032333333333333333,12.229999999999999,0.04243333333333333,18.2989,2.0,0.0,32.626666666666665,4097.0,0.0,0.0,0.0,1345.5946666666666,9.333333333333334,293.7633333333333,195285.42229999998,4577.333333333333
326,6710,2018-02,0.0,0.0,0.0,17.400666666666666,0.17006666666666667,0.0009666666666666666,0.0007333333333333333,0.0009000000000000001,0.0011666666666666668,0.0201,0.01,17.7606,123806.12146666665,134396.95406666666,160.33333333333334,1.0461666666666667,0.01883333333333333,0.0,0.0028333333333333335,114.27999999999999,0.014633333333333332,18.1889,48.666666666666664,0.0,1185.0833333333333,121673.33333333333,36.666666666666664,919.9833333333335,6.716666666666666,5695.6140000000005,245.66666666666666,7727.213333333333,7464714.147233333,134527.66666666666
327,7215,2018-02,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,
328,6818,2018-02,1.0,2.0,3.0,18.7848,-1.0065666666666666,0.0013333333333333333,0.0023,0.0012,0.002533333333333333,0.0181,0.02,18.5471,162457.90346666667,181563.9137,229.66666666666666,1.0000333333333333,0.018000000000000002,0.0014666666666666667,0.0034999999999999996,208.24333333333334,0.0223,18.736800000000002,54.333333333333336,0.5333333333333333,1181.0066666666667,161176.66666666666,1.0,24.0,0.0,21714.935,285.0,9122.916666666666,9509118.371633334,171288.66666666666
329,6913,2018-02,8.0,11.0,19.0,15.562,-0.4572,0.0034000000000000002,0.0096,0.0017,0.005666666666666667,0.0204,0.0537,16.661,206502.78410000002,168949.13013333332,200.0,1.1163999999999998,0.02093333333333333,0.0063,0.005266666666666666,679.2199999999999,0.0633,17.277466666666665,42.0,5.656666666666666,1162.1466666666668,146672.33333333334,55.666666666666664,1390.12,40.61,85237.95433333333,297.6666666666667,10525.006666666668,8730726.2835,163894.33333333334
330,6920,2018-02,10.0,5.0,15.0,23.8516,0.7716999999999999,0.0011666666666666665,0.0038,0.0013,0.004033333333333333,0.0136,0.0175,17.464,174411.79630000002,197058.40526666667,190.33333333333334,0.7695333333333334,0.013333333333333334,0.0001333333333333333,0.002133333333333333,110.41333333333334,0.012499999999999999,18.317133333333334,59.0,0.0,1214.8,183426.33333333334,46.666666666666664,1169.4633333333334,16.766666666666666,46053.893000000004,296.0,8846.876666666667,12169916.208966667,210971.33333333334
331,7175,2018-02,6.0,3.0,9.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,
333,6926,2018-02,18.0,2.0,20.0,15.389033333333332,-2.2195666666666667,0.0014666666666666667,0.0019666666666666665,0.0012,0.002133333333333333,0.0253,0.016,18.1976,32942.19786666666,39609.567866666664,45.333333333333336,1.4248333333333332,0.0369,0.0017333333333333333,0.004833333333333333,227.78,0.07896666666666667,21.771966666666668,4.0,0.0,97.56333333333333,31195.666666666668,30.666666666666668,768.6533333333333,38.910000000000004,3180.443333333333,80.0,2775.1199999999994,1641703.3931666669,42486.333333333336
335,6932,2018-02,10.0,5.0,15.0,17.28643333333333,-0.6706,0.0012666666666666666,0.0022,0.0011,0.0025666666666666667,0.0186,0.0604,14.8647,59462.49906666666,72155.79913333333,74.33333333333333,0.8858333333333334,0.018600000000000002,0.0006333333333333333,0.004866666666666666,242.63666666666668,0.05976666666666667,15.257866666666667,8.666666666666666,0.7599999999999999,215.13666666666666,61150.333333333336,39.0,973.8333333333334,34.666666666666664,7211.6156666666675,122.0,4036.8799999999997,3319822.9959333334,69718.66666666667
336,6954,2018-02,5.0,0.0,5.0,16.694233333333333,-1.0863333333333334,0.001,0.0026666666666666666,0.0013,0.0035666666666666663,0.0194,0.02,17.1871,110144.16243333335,121658.7872,158.66666666666666,0.9993666666666666,0.018733333333333334,0.0,0.0044666666666666665,295.17333333333335,0.04273333333333334,16.589133333333336,39.0,0.0,958.8333333333334,113492.0,7.0,177.71,3.8833333333333333,16167.381333333333,204.66666666666666,6857.076666666667,6118788.390333333,114537.0
337,6986,2018-02,20.0,7.0,27.0,18.945333333333334,-0.7358666666666668,0.0019333333333333331,0.0034666666666666665,0.0017,0.0036666666666666666,0.0176,0.052,18.3832,118485.83596666668,123436.37486666667,138.33333333333334,0.9936666666666666,0.017633333333333334,0.0,0.002733333333333333,255.16333333333333,0.04123333333333334,18.78493333333333,43.666666666666664,8.306666666666667,1084.0966666666666,114472.0,0.0,0.0,0.0,22110.177666666666,182.0,6038.416666666667,6445365.210766667,114411.33333333333
338,7043,2018-02,7.0,4.0,11.0,15.800566666666667,-1.0193,0.0013666666666666664,0.0032666666666666664,0.0019,0.002766666666666667,0.02,0.04,17.1522,83929.69336666667,84050.92063333334,116.66666666666667,1.0728,0.0202,3.3333333333333335e-05,0.0034999999999999996,166.74333333333334,0.0313,16.915933333333335,33.0,0.0,749.3533333333334,78425.0,13.0,318.4066666666667,20.5,14200.665333333332,162.66666666666666,5165.526666666666,4329534.3399,81453.33333333333
339,7045,2018-02,4.0,1.0,5.0,22.846666666666664,-0.6031333333333332,0.0009000000000000001,0.003366666666666667,0.0011,0.0034666666666666665,0.0163,0.007200000000000001,17.8,63404.754799999995,69309.34363333334,69.0,0.7912,0.016,0.0,0.0014666666666666667,22.94,0.0074333333333333335,17.955866666666665,26.0,0.0,577.0033333333334,64143.0,0.0,0.0,0.0,11323.409,95.0,3003.51,3386964.0070999996,68503.33333333333
340,7050,2018-02,2.0,2.0,4.0,15.200233333333335,-0.2437666666666667,0.0036333333333333335,0.0007,0.0019,0.0035666666666666663,0.0255,0.05000000000000001,16.271,58275.61126666667,63676.15953333333,99.0,1.1247999999999998,0.025899999999999996,0.00030000000000000003,0.003966666666666667,303.12000000000006,0.0712,16.925966666666667,14.666666666666666,0.0,311.02,55944.0,2.6666666666666665,62.666666666666664,1.1666666666666667,1988.9786666666666,116.33333333333333,4217.88,2787054.8959666663,63979.333333333336
341,7072,2018-02,5.0,2.0,7.0,19.08693333333333,-1.6582999999999999,0.0013000000000000002,0.002533333333333333,0.0012,0.0036000000000000003,0.0177,0.03,16.4871,92702.00196666666,90920.19933333334,98.0,0.8845999999999999,0.018,0.0,0.0047666666666666664,351.04999999999995,0.08186666666666666,16.88136666666667,13.666666666666666,1.5266666666666666,328.1933333333334,79087.0,6.666666666666667,162.4,0.5666666666666667,10052.567666666668,118.33333333333333,4236.676666666667,3980312.031633334,80862.0
342,7077,2018-02,4.0,0.0,4.0,15.992400000000002,-1.5796333333333334,0.0021,0.0032666666666666664,0.0018000000000000002,0.0033333333333333335,0.0205,0.02,17.7758,146877.68676666668,152696.29636666668,212.33333333333334,1.1719666666666668,0.0229,0.002533333333333333,0.0038,623.7433333333333,0.06440000000000001,18.736733333333333,42.333333333333336,3.4600000000000004,1015.6633333333333,145170.66666666666,0.0,0.0,0.0,24394.552333333337,254.66666666666666,9205.6,7536023.113866667,147141.33333333334
343,7133,2018-02,0.0,0.0,0.0,18.32613333333333,0.3331,0.0011333333333333332,0.001,0.0012,0.0010666666666666665,0.019,0.05000000000000001,16.5381,199583.6512333333,198359.2957,237.0,0.9139666666666667,0.018166666666666668,3.3333333333333335e-05,0.0031,18.916666666666668,0.0018666666666666666,16.682433333333336,65.66666666666667,0.17,1705.0366666666666,176538.66666666666,14.0,349.25,2.5,9132.963,316.6666666666667,10012.519999999999,9242616.333166666,183556.0
344,7144,2018-02,12.0,4.0,16.0,19.467,-2.5994,0.0,0.00036666666666666667,0.001,0.0004333333333333333,0.0252,0.0323,18.02,21115.640733333334,13638.799,19.666666666666668,0.9384666666666667,0.03056666666666667,0.0,0.0013,13.016666666666666,0.0159,18.240433333333332,4.0,0.0,84.48333333333333,17530.333333333332,0.3333333333333333,7.25,0.0,176.15566666666666,24.0,813.98,487104.78403333336,15856.666666666666
345,7163,2018-02,0.0,0.0,0.0,15.807733333333333,-0.3728,0.0006333333333333333,0.0032999999999999995,0.0009000000000000001,0.0029999999999999996,0.0213,0.007,17.31,44867.34220000001,41835.79983333333,58.333333333333336,1.1299,0.021333333333333333,0.0,0.0023666666666666667,19.14,0.008400000000000001,17.743166666666667,15.666666666666666,0.0,323.91333333333336,34209.333333333336,0.0,0.0,0.0,6269.553333333333,74.0,2259.56,1894192.5956333333,35729.666666666664
346,7199,2018-02,0.0,0.0,0.0,16.279,1.4084666666666668,0.0,0.0023666666666666667,0.0005,0.002533333333333333,0.0189,0.0097,18.842,23563.9963,23613.6887,36.333333333333336,1.1884666666666668,0.01763333333333333,0.0,0.0026999999999999997,37.89,0.025066666666666668,19.34456666666667,5.666666666666667,0.0,145.05,22449.553333333333,0.0,0.0,0.0,3844.5310000000004,42.0,1492.03,1637341.0,24284.0
347,7210,2018-02,1.0,0.0,1.0,15.4168,0.5766666666666667,0.0014666666666666665,0.0008,0.0018000000000000002,0.0019,0.0257,0.0708,17.9471,96571.7668,97786.16356666666,126.0,1.2217,0.0231,0.0,0.005733333333333333,662.3666666666667,0.11276666666666667,18.670266666666667,8.0,0.0,195.99666666666667,87525.66666666667,15.666666666666666,393.06333333333333,0.0,3628.3603333333335,149.66666666666666,5774.05,4707622.244566667,88869.0
348,7211,2018-02,6.0,0.0,6.0,20.757033333333336,20.757033333333336,0.0009666666666666668,0.0053,0.0,0.0,0.0325,0.0,0.0,0.0,0.0,5.666666666666667,0.7859666666666666,0.022500000000000003,0.0,0.002333333333333333,0.006666666666666667,3.3333333333333335e-05,16.28493333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.33,5.666666666666667,173.17333333333332,126180.27486666666,3591.0
349,7212,2018-02,0.0,0.0,0.0,19.3207,-0.40619999999999995,0.0013333333333333333,0.0016666666666666668,0.0016,0.0032666666666666664,0.0217,0.06,19.2138,72780.8431,82868.54416666667,103.0,0.9806666666666667,0.020566666666666667,3.3333333333333335e-05,0.003533333333333333,165.99333333333334,0.03666666666666667,18.902733333333334,31.666666666666668,0.47666666666666674,727.7800000000001,76413.66666666667,0.0,0.0,0.0,6550.536666666667,134.66666666666666,4402.753333333334,4059333.576966667,85145.66666666667
350,7214,2018-02,0.0,4.0,4.0,19.738166666666668,-2.8017000000000003,0.0009333333333333333,0.004333333333333334,0.0011,0.0037333333333333333,0.0159,0.0477,14.821999999999997,28934.02786666667,29754.398633333334,34.0,0.7479999999999999,0.018199999999999997,0.0,0.0025666666666666667,71.61333333333333,0.05356666666666667,14.750133333333332,3.3333333333333335,0.0,74.33999999999999,22886.666666666668,0.0,0.0,0.0,4687.791666666667,37.333333333333336,1333.8566666666666,1083137.9234333334,26338.0
352,7221,2018-02,0.0,0.0,0.0,17.95583333333333,-1.2243666666666666,0.0009333333333333333,0.0006666666666666666,0.0009000000000000001,0.0007666666666666667,0.0174,0.044000000000000004,15.902300000000002,126840.12106666667,130500.58046666667,146.66666666666666,0.8970333333333333,0.0182,0.0,0.0032,307.9166666666667,0.043300000000000005,16.052766666666667,21.333333333333332,9.453333333333333,529.43,132807.66666666666,39.666666666666664,997.25,0.0,3993.101666666667,207.66666666666666,7005.106666666667,6204817.019699999,125846.33333333333
353,7223,2018-02,4.0,2.0,6.0,18.430766666666667,18.430766666666667,0.0011,0.0015333333333333334,0.0,0.0,0.035,0.0,0.0,0.0,0.0,7.0,0.9440666666666666,0.027933333333333334,0.0,0.0008666666666666666,1.8866666666666667,0.0076,17.302266666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.321,7.0,241.24,149714.35783333334,4466.0
354,6367,2018-03,3.0,0.0,3.0,14.9436,0.06604000000000002,0.0012600000000000003,0.007819999999999999,0.0008,0.0047799999999999995,0.025140000000000003,0.0242,17.559099999999997,3562.13182,4221.678419999999,6.8,1.22976,0.026840000000000003,0.0,0.00282,11.834,0.04076,18.228479999999998,2.0,0.0,32.696,4186.0,0.0,0.0,0.0,1485.6088,8.8,282.576,194012.54638,4220.8
355,6710,2018-03,0.0,0.0,0.0,17.299079999999996,-0.54314,0.00098,0.00102,0.0009,0.0007599999999999999,0.0189,0.01,17.7606,121713.74796,142234.64354,169.2,1.04182,0.01856,0.00028,0.00294,44.032,0.005560000000000001,17.99784,48.0,0.0,1174.7419999999997,115823.8,31.0,768.99,0.992,7754.936599999999,248.2,7766.001999999999,7542883.52324,134337.2
356,7215,2018-03,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,
357,6818,2018-03,5.0,4.0,9.0,19.236420000000003,-0.60458,0.00116,0.0018800000000000002,0.0012,0.00222,0.017620000000000004,0.012,18.54262,163083.22042,180643.07194,223.2,0.9632799999999999,0.01716,0.0,0.00368,32.448,0.00358,18.46488,65.4,0.0,1453.9099999999999,156273.2,0.0,0.0,0.0,17990.0962,288.6,8849.617999999999,9558645.196800001,170283.8
358,6913,2018-03,6.0,2.0,8.0,15.67748,-0.9272,0.0016,0.007000000000000001,0.0016999999999999997,0.0050799999999999994,0.019680000000000003,0.0617,16.606600000000004,202773.33605999997,170725.45567999998,202.6,1.11462,0.020819999999999998,0.00132,0.00472,870.2760000000002,0.08224000000000001,17.394979999999997,38.2,15.806000000000001,1085.842,167822.4,46.4,1157.5439999999999,53.16600000000001,61985.291800000006,287.2,10582.25,8871742.0513,166010.6
359,6920,2018-03,7.0,2.0,9.0,24.134339999999998,1.0392000000000001,0.0010199999999999999,0.00334,0.0013,0.0035800000000000007,0.013519999999999999,0.01702,17.464,176027.84554,194007.96008,191.6,0.7582199999999999,0.012919999999999997,0.00033999999999999997,0.00212,42.736,0.005039999999999999,18.26396,57.0,0.0,1133.276,175989.0,44.2,1102.184,12.762,39523.4294,292.8,8315.878,11745618.619520001,200514.2
360,7175,2018-03,3.0,0.0,3.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,
362,6926,2018-03,10.0,4.0,14.0,15.34972,-2.34102,0.00112,0.0031600000000000005,0.0012,0.0019000000000000002,0.02458,0.016,18.1976,33659.23678,39084.281579999995,43.6,1.42032,0.038079999999999996,0.00286,0.00484,228.408,0.08894,21.75538,4.0,0.0,92.0,30907.8,21.2,533.1800000000001,35.802,4796.2136,68.8,2519.558,1512136.54334,38628.0
364,6932,2018-03,8.0,5.0,13.0,16.3209,-1.57204,0.00156,0.0016999999999999997,0.0011,0.0031599999999999996,0.01828,0.028239999999999998,14.8647,64069.855520000005,69457.39698,74.4,0.9438599999999999,0.019840000000000003,0.0008,0.0048200000000000005,225.016,0.05444,15.244319999999998,6.4,1.056,174.25,62626.2,42.0,1052.55,35.55,5292.9268,122.8,4049.674,3144887.02534,66249.2
365,6954,2018-03,6.0,1.0,7.0,16.81928,-1.35324,0.0012799999999999999,0.0022600000000000003,0.0013,0.0022600000000000003,0.01876,0.02,17.1871,106353.65788,121110.22253999999,158.6,0.9743600000000001,0.01816,2e-05,0.0039,197.702,0.02864,16.299500000000002,40.0,0.588,1014.6120000000001,108956.4,3.0,78.6,0.622,14034.2832,201.6,6823.460000000001,6161181.45944,114826.6
366,6986,2018-03,7.0,4.0,11.0,18.94236,-1.3591199999999999,0.00204,0.00272,0.0016999999999999997,0.00368,0.01704,0.05328000000000001,18.38464,123181.05488,126280.89177999999,136.4,1.0036200000000002,0.017620000000000004,0.0,0.0027600000000000003,352.13,0.05621999999999999,18.92114,44.6,22.75,1167.0700000000002,118049.4,0.0,0.0,0.0,18288.9084,181.0,6221.886,6710197.52382,117864.2
