"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0,51547.6289778806,116523.649085644,14110.3421992321,19911.6111416244,36738.8949842274,6455.19100393052,6058.40307943136,5870.75342652862,67107.0901571232,163016.456792615,123590.030793369,5683.34464753422,899.890141652709,123.199245583407,615.996227917033,1530.06461156464,2146.12064048309,15948.0619198042,4087.73490982041,2387.5414892156,4251.88942263969,806.634849364265,2068.89462575052,1146.61629860872,2542.49700995847,1689.47421372792,7255.7221843841,47112.9436795169,12327.885272681,21141.693626704,55269.2262723363,20125.7398101321,24623.8326137083,56246.6252045459,61701.739987282,27813.1751134762,11618.6170404069,0,0
0,21309.4431234597,43444.9735170691,1861.45025584046,6214.84365974972,11858.3402818188,624.719878380855,7183.18966974146,4705.85606581861,14904.7490868315,20976.9832447387,11444.3165034044,3865.13246673828,1195.37461202869,1312.3397899102,818.07956664691,2060.01913444817,1365.51451199811,3588.09271240778,2374.02585697556,3697.34811090368,12661.3340942118,1206.12245689964,990.826040645579,3059.7206663961,2623.5079440993,6820.14427684039,10390.5468715742,82150.8332166893,19355.3490768939,31691.1375664063,26496.3760824652,45298.9784708922,38272.0822048288,48229.0910355636,82655.2690915358,48379.6897675874,0,0,0
0,2227.52989664826,13651.1226336923,4529.35714710185,7739.57604643521,9596.16536294147,1716.05727196872,7368.94492705912,5836.03940585186,13524.1477326552,6400.32587139991,6268.79227663823,6917.49680483221,2387.82274219805,125.314810597254,614.555512455299,3222.66915068023,5868.25568600609,33055.1127234275,2481.11286234901,3800.59745172567,22828.7126273902,2378.85538155921,892.22839224072,3446.08050614469,5548.50649423856,4633.17179117892,16234.5904324921,9413.94890741112,29596.8725327213,31454.4157555326,16806.9525342183,25509.6971556002,69217.8742474071,43618.2192240581,35055.0240866774,78942.6934653043,0,0,0
78.5777747239418,16323.2230693202,6797.22495154489,1966.50927757545,17802.3519493692,6788.48461016231,2375.48470722754,5189.88192157615,2955.82678977185,6640.29925330141,5459.87770409207,7174.02427821923,6295.44671295672,1618.8291547603,389.718129849702,2952.86429155351,34999.6858922713,1359.48374249593,7060.61054937734,1839.66661001239,508.840319983107,1036.52657774337,2148.43690659534,948.22628553298,417.517891341219,5769.24384730929,3989.0985825397,18531.7775473153,6611.48741906316,31615.2781185549,20811.934612623,52026.744785056,32969.7079965848,39393.9915034589,34579.9882707261,38938.5679007376,6503.88680256935,0,0,0
8549.26188996487,38183.5599975208,19874.9384868423,7779.71481871128,9592.71515008048,6719.37361909251,4460.80956079097,18981.8951937701,5444.22050581233,6317.22051116355,5250.87298025516,6863.24440083337,1513.90504287769,771.941680279217,449.674765211194,1783.3698154771,5276.18391181135,6663.94888577037,7611.85243328786,1411.847099197,2556.76555843363,8681.69533600807,2544.20159991553,370.485669462416,87.2425444593592,6480.04750754554,17805.5077356069,8692.90699617137,14219.8968434012,7167.01003747234,50520.1073550657,43261.9788693177,37800.8844329145,41008.1286476684,135065.213023541,270939.79354044,847.822910669123,0,0,0
14738.9839472949,25906.005087789,3657.94463071465,14062.1956122329,24811.4905188068,5914.50717403627,6704.15203707699,5566.22877145869,3478.25198982455,3746.61459279362,5559.62815552016,4393.71575822578,1894.33217447608,502.1368211525,2178.22092958761,1524.39914417522,3646.45508708466,7823.61957980901,11478.9082228487,5019.93510105331,1275.24178958729,9196.81763525023,69.1017718495577,213.587294807724,0,1475.13541333499,6700.43902535965,10631.9678326977,13257.1658936574,32144.1917735667,70482.0302865981,46940.2459154686,35761.2853624455,115075.730238098,264508.756366399,166745.917099197,0,0,0,0
74326.0866219322,23238.7047097717,23024.2760482733,17328.3435500953,12283.9095173989,5277.54262397271,6599.52541464961,27363.8858656204,10916.7430203257,6478.51891170254,11349.5112280053,10164.570414641,3248.05547684247,2094.89548593993,3494.45327210239,5151.77980881871,4196.22280346507,11553.0743268759,19564.1142898214,8915.64993722615,3071.88785767579,10151.6784826259,257.561149621079,94.2296888857605,359.483416254753,3012.60049202217,13193.1124995454,9471.16164110585,15848.8723328003,22190.0123741717,23772.1624211475,210372.812172601,22904.3545471133,72191.6203257335,1283856.33326735,343336.918762869,0,0,0,0
35996.6647284967,45114.8241181151,27384.9919353169,21196.8186647867,11937.5614183573,6457.79667235112,6688.05563362662,6261.50094219195,10036.8686499128,8003.44947101967,9877.59256140429,3397.44748831807,4834.24886457716,11251.5795553178,379.135310605706,14362.5376488279,16971.0612796176,5129.47088240109,22076.3973929396,13880.842350876,2506.50972436123,6646.33405607564,2167.28284437249,295.253025175383,988.141577785093,7583.4426178489,3532.01436995702,4716.2780116485,8667.76479897784,21943.1784483293,19524.0389011652,30048.4363537944,38563.8564424071,153203.363309329,1095313.24005994,35670.1104007355,0,0,0,0
21482.4699514056,31232.3614394125,14258.0483334247,23020.2819215444,13684.5315139748,12946.1837918487,10688.0118910423,5641.7894093529,6166.62606639955,14404.4367624602,16487.3405359522,12681.7314151458,9161.26786457616,2943.87417646783,4003.22283845436,5908.2397082653,6683.87886002329,13232.3428911553,8385.39758015553,8823.34461199161,16969.6553923083,7560.63176426869,2619.58535102414,1846.90190216091,2773.87934946352,34728.0118787245,12091.9550783235,14917.5665742891,8528.84864542024,8219.71031438703,14587.1922202007,24244.3830362235,65810.4315108262,134225.032084269,461884.819586454,0,0,0,0,0
15197.6308091067,5486.13518079247,0,18899.5004341827,17971.7852302217,6803.04823298263,4863.86970072707,4518.7194101157,3798.83010230875,2597.50985266232,61876.1280978691,13589.3800501415,21743.2340522567,19324.7498023438,49327.8211351661,39486.0471858991,39085.882431975,6129.48240763984,5934.69865915327,12593.8265421433,9778.44499960914,1531.0227911823,991.950952535555,358.07281776589,9421.45058506442,11032.3507673364,8954.69525559693,12268.5557968213,446.695935023977,9380.09478939,30774.062988471,82628.367339443,12031.3687669569,127504.465152701,158939.120484405,0,0,0,0,0
0,0,0,3387.23923306699,32631.8429300243,6733.18728251135,2343.96311058889,4171.57563709175,9492.72464449721,5483.93502636533,4323.4528471323,5119.31460773812,5291.0131202498,7512.78546211217,11415.6254974154,16688.1460195084,11556.782840502,6191.95337292195,7843.50787765214,11685.5803751186,3441.35951089062,623.963325025234,503.87506857277,2280.01994290572,452.517678657758,1963.38445859376,7126.35840526623,13951.4567613302,7899.80718866174,12440.7360469609,57712.3154646796,24948.5591926666,1404.5150793995,13091.9921673326,3557.33713119886,0,0,0,0,0
0,0,0,0,3026.17655879472,9682.02321268945,8341.89869335919,4377.02393214466,4815.95707770679,7899.00474450464,8139.84934706565,12809.9992460462,4611.71730090385,7886.39503583895,7639.04487343522,23859.2695300927,6214.07424570119,9041.07045594988,10677.8020729411,28362.4364681558,12436.0655222216,750.452229789232,2487.21310444431,339.226879988738,134.976442852281,3521.04026828524,6915.43789599273,9012.23555927724,30531.7882458437,16328.4631529149,9847.58796280312,10484.7426232364,1226.62753626194,3111.70448592857,0,0,0,0,0,0
0,0,0,0,1214.64469542294,5295.24856888926,16849.430754276,5206.10938146358,9868.53632397144,13828.4779095425,1441.51455928457,6263.71109113675,12341.4682592554,10608.7882989461,11388.995840352,7439.36045274762,17447.6965184318,4446.43809006126,4625.31778333958,7631.65340914017,13454.5364055069,31272.4164899313,8342.49801081642,13618.3473072656,35830.4413224687,59605.8242457398,44621.4232317267,45580.151728108,28818.9631341512,7245.40164552883,2359.62300528233,11386.7060375975,5536.29706871109,5619.00163256569,0,0,0,0,0,0
0,0,0,0,0,516.976874498193,677.591049099573,456.746559022675,0,187.905839737115,6645.40598575289,31024.9439982867,8896.42715913016,9150.89042220759,4589.40690028149,10781.6457325549,9899.84430459376,8501.04447103666,10323.9137263491,4541.59988400596,8403.45756089727,14106.4584528812,14887.1885342458,13970.8932524912,4058.02859317592,40296.4534142568,31616.6050055851,43492.6288680925,48010.5591969275,3121.01484876643,3521.23969904761,29589.2674435985,21280.4588087172,49942.5329643177,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7565.3885522636,31298.9813585239,7007.52678320924,1203.80697532784,2309.74346485668,468.73771894115,3949.97652899266,11099.0590638885,24992.0485751719,9097.31011529774,14313.6051392392,16534.0331367734,16400.1647951521,18096.9524653882,67844.4805980931,67551.1332082375,54186.0519667703,37077.5409990112,134144.073292271,4309.21847139324,6728.74666217786,24111.5262095377,43985.0002043321,5976.92039670032,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,420.84308893575,812.325032131797,0,0,0,0,3441.30457544971,2274.32752882444,1567.32683634343,10068.3713073801,5958.79988790542,7407.67801165834,119.76843996214,4081.48413087431,31735.157808889,11224.7247658399,2212.72168064501,16156.8018114013,8709.04861975174,3458.99276809139,19440.5609479087,10873.9268992396,42691.732319322,29847.2174343726,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51808063230126,2257.29136755983,42.5904031615063,0,0,0,0,20.4278485028744,4.08556970057489,0,0,173.936861605995,12825.5209173785,13397.655958241,15773.2716571556,16336.7710219337,28961.230907789,23472.2490795908,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.24723991562,8748.52763982222,8842.74763907778,70849.3619525757,24128.0338590404,11771.4279481433,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5228.33976968664,13499.8969873395,55706.571818997,16293.9422505983,29687.0025804134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40914.4180868724,41601.643446355,41266.1457796067,30007.3135449888,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250.36838553578,63153.7542838456,8386.75011849864,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78083.1549409062,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
