"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0,352.824034771433,2192.1362160389,858.924084648489,902.304088923665,49.1640048451997,263.234485928979,343.899224176555,2407.87703717334,3589.38191876771,2684.55856007835,1743.87038004823,317.832600914201,102.134491281724,342.107182573346,425.933680950502,752.677326611161,425.933680950502,772.002606009264,1170.12681422215,702.304313640198,2351.79536607145,323.429618123775,212.539463338481,2495.02848266912,1024.16741095936,1645.63354570576,4132.50339102334,28548.7009273465,12527.0136672264,10173.1545486848,2101.64726801257,3248.94162263247,15338.634542227,4844.63115268324,14552.3073004616,4348.12450534283,1075.63707753594,18476.5836914671,4212.47032828115,2256.36162809832,12378.4735759788,5042.7417546245,1495.25970935171,5581.12884135434,12181.7362922429,5526.8920818384,3139.50810841875,7590.57188821538,5738.79328066154,6484.5352725148,5261.32024112265,5318.54175332706,3892.31830831126
0,458.731894985872,5568.47767670947,2116.9442086286,1015.09210003912,413.55604075668,228.468022515928,646.666528307177,2976.19584097823,1031.94730164572,2041.46096629914,2152.63928174593,259.591832007715,165.968548332801,335.924744125711,355.917185451789,2503.08971407898,447.837855723955,167.007595130313,999.455234015414,246.354556795568,951.80716190711,240.262002034804,166.335232177941,499.005696533825,4307.75197919005,2084.08405874155,5980.33914388067,4483.80341853585,13631.2546744146,7143.35114170314,2681.93182664275,5044.66752595408,13625.9871284276,18712.5185047487,6543.29010209348,5419.00413978465,5964.83075991738,12849.3591774614,13825.3390497125,14227.4468173177,12475.067458134,12320.7158354947,3717.93849691326,9431.5544716891,2898.84029734052,5666.45675221657,23809.1203154291,7550.9291169494,15789.2974383262,2835.08161464638,5507.33759601916,5162.1305546106,6161.52412368301
0,150.248803603256,13242.3579491479,937.31134125885,5005.59703968682,3303.4900533797,76.7686272981221,4602.59192052055,1675.04489542493,1742.34580640183,515.973650822859,345.779530357719,59.5784532476722,45.7142463436934,250.410733542663,64.1817875404866,145.867698955651,209.571267476321,176.764134967496,283.893913735676,104.389543660683,272.604963847182,355.772579936153,263.364117615074,1161.2145541446,1472.28955490568,2993.26082299676,7765.12930054217,9505.39039950186,24218.6644780613,93905.773013446,24691.0444268825,5486.4623689964,19948.1789584673,11449.3176815289,7554.35645577808,9896.87186318929,6864.31214228404,9761.38294085724,11893.4154526391,22102.6024301573,4441.63089904975,5360.69764469217,11301.9949640325,7457.70025213245,6202.36200371148,6590.56153577768,6342.94285252929,22290.0532694639,23318.7751127369,5054.42890689947,4958.39441333964,26598.4778120613,16057.7828184987
0,651.078148947445,996.093920184552,3717.26669655464,1975.49352885763,1363.36877343696,818.898184326971,2409.60859443655,3424.86858082419,1764.77944339413,934.734874679092,807.778150364741,47.7750591595718,120.949762967926,116.694159164521,116.694159164521,3780.89075693048,764.346742527613,42.8519115072718,144.625201337042,84.9677571921886,221.543403435647,231.266571250736,645.771666751408,1349.32778731525,1320.22325810343,1589.64134102653,5502.09409368019,7206.12028106129,17994.8967180963,14590.9143982738,1005.76923119887,10932.2668499121,7521.67593857381,9445.74332001018,10597.580620428,18601.6012147006,5672.39248828249,11486.8056498332,15794.81102029,8907.23302616578,7927.72362414587,1149.95540137933,14701.8192105226,7162.87406764266,4480.40131426562,6852.98372068887,14880.7001971432,8814.77276594496,4476.48381086217,8292.65836596865,8304.35603581345,18698.4985609658,4042.02285863093
0,244.84990216827,690.031542474215,539.782738870958,1035.04731371132,2136.87187346854,829.150805069823,1404.96847663235,1144.11548660721,486.062134833128,2101.2839982786,309.141404774555,128.363575080973,87.5206193733908,221.71890241259,122.528867122747,1009.40447677311,23548.8813194003,926.862566203307,2442.5589559145,112.486267706589,106.287006985993,164.936928540044,171.667171954667,1654.67649549372,1445.27718163478,4876.02751768775,2857.97219822854,10639.9131870942,10353.7114885227,12941.857028453,4739.105937601,7565.54049043852,3447.19134546793,6995.9604062625,5972.15436368806,9218.9783733458,21193.7027044783,8571.86911278562,19885.6677930149,4385.40425436854,3463.23777857263,4426.36067637596,30385.1424420456,6456.5430672439,5686.00451209878,3888.83068127706,4949.844951756,3517.44182664856,6059.44091179131,2008.02051685653,8950.88306110254,177502.69524596,874.589741341195
0,122.424951084135,829.150805069823,1419.0164784752,1035.04731371132,1491.35849502492,1146.34272378781,1432.75734788446,2991.15159897309,643.097593779215,2525.87993009306,175.444777661372,134.198283039199,70.0164954987126,52.5123716240345,717.669078861804,169.206530788556,1476.18111343119,519.579427025671,460.658048703172,294.606891612494,425.328999122938,42.7614259177893,476.484460226795,226.180046922049,824.684642700222,43273.8873883952,12621.3012856681,4782.29653017435,12006.6720263867,25625.4948786703,5515.01670921242,7907.23926245628,9989.87470410086,8095.76665316318,4902.31870815837,11591.084554643,58137.7223430772,8124.9673466861,7230.87121221206,6266.81121836952,10122.2000557843,12215.8937725855,19244.3379824194,6880.06023313781,4311.87276363309,2276.5372286189,8236.28754371661,1075.48217512994,658.251700392271,3791.41500979352,8664.0501245589,443161.700461242,0
0,150.248803603256,901.492821619539,667.772460458918,728.984936000985,1769.59702021613,589.865673405377,1408.16280619454,851.270712376849,245.126835876074,283.923081629859,385.661482799515,204.214778537912,402.594849117598,332.578353618885,717.669078861804,75.8512034569387,717.669078861804,514.222938087262,1740.85890498292,955.440432846462,188.710228461274,91.6316269666913,452.049359702344,134.393052884481,7385.50913351532,8464.36459497826,5315.71554818445,8757.87129829505,15254.2598214757,32218.374673625,12993.8532354759,8968.69674628725,5180.74845615073,12436.6399712549,36319.2617522253,87452.0497990801,661700.429484382,93843.240428992,22185.88249076,19842.9456879324,114156.884552193,33823.848364146,9981.50475802896,12819.9601153482,4594.92277075369,4377.73103382633,11190.4601007191,7548.79577353862,435.638349419722,8161.4122024101,84623.874758147,72772.1455572235,0
0,328.321459725635,940.446215146309,868.104198596593,1051.7416252228,723.420165497161,940.446215146309,1531.90722920867,1487.21584367987,428.727669884397,175.041238746782,210.049486496138,70.0164954987126,1785.42063521717,986.065644940203,87.5206193733908,274.231274036624,881.233061132976,953.455031036799,771.334407130893,683.854554962494,91.6316269666913,806.358317306883,171.045703671157,3708.02650458544,2034.22211866055,5373.56401020758,2560.49765866022,2062.33845122115,4506.11847737285,5258.02926658831,2910.34724227083,10863.8241121049,17295.9035974873,26250.5859733564,41626.6163879569,52598.1433868846,1064482.65350722,345152.205964183,43899.9538163496,22975.0486365325,36945.9886888964,14051.6848737986,8773.24958435684,15348.3776544002,10289.3290746169,7675.54717950175,6091.51703363949,10475.7999544659,4077.30267660021,19938.1730526104,37165.509693149,12498.6396996837,0
0,728.984936000985,356.145312244756,1217.98211046092,581.510068728912,1080.19719795669,751.762477237267,1463.99262738503,4040.6196515827,140.245616510566,484.280760532762,501.78488440744,227.553610370816,344.247769535337,99.1900352898429,618.479043571961,1715.40413971846,381.553212245646,219.616046474768,1242.70543371088,810.634260330454,7104.50547748413,5027.5219329058,2376.31352600286,940.751370191364,3036.06124016304,6310.31820514535,1661.80486832826,1113.87198317082,7891.13203661923,4512.3530520469,4772.1201276638,8596.03899265222,7693.58409155847,38156.8085120238,18414.4677326362,27068.5763835827,542806.906426891,126401.178222652,37385.2841398517,23723.561753444,12705.0854844999,6620.50277511624,5379.92459148225,17183.162367084,5941.59851889791,18087.5893911286,16567.6238960758,13734.8587664042,878.083548049127,2750.98138015692,14106.6686285063,0,0
0,113.413436589618,747.757666770772,595.416448818408,1764.24550950148,1342.36186662357,1400.76572959937,1727.51130031434,710.036424281742,93.3553273316168,262.561858120172,443.43780482518,787.685574360517,402.594849117598,519.289008282119,52.5123716240345,1581.20585667926,38.451860608497,267.824446920449,3487.07429890425,11103.2618411291,354.30895760454,549.789761800148,500.919560751246,1343.93052884481,3604.17732735652,4345.16371418762,1304.15452325582,1233.42876636216,1843.47636036241,2751.27630727563,3617.97244633682,3695.97968538914,9733.36364086415,20013.6677250522,47111.1536432141,16554.4886270974,69637.5275811191,16596.2370060116,19461.6903397276,19604.9190124792,13137.2823888,16605.2484590844,5521.49423666772,13915.9611222874,4823.20223915146,7021.64495488319,7546.70274403482,11137.3761276946,2395.0500937336,7936.46603507372,31201.003130115,0,0
0,790.617998220584,2656.13728791655,1418.74433860747,3278.08197894469,3870.84130473591,798.680550701184,3572.14201081948,958.915170937198,667.811402738744,600.974919697283,1359.48695426667,3144.90758948384,8972.57156057714,571.801379906153,87.5206193733908,970.286596868528,611.596177018258,214.259557536359,915.959608467936,260.51095764922,146.610603146706,91.6316269666913,464.266909964569,439.831809440118,1149.4544262516,13049.3075967344,2181.43545668301,1525.52454683212,1453.09694852971,3211.44088325017,6440.77691222924,6148.56628606053,5527.50885022987,51463.6272125286,27038.972233412,31621.2491496371,16792.604821018,8464.35863757387,7034.08886140716,7541.84875816343,9017.61910945376,16519.1874332462,11178.8743036062,10998.3060121451,9223.78012841017,10533.4092958925,6857.28825009494,4829.73054208883,5122.65460100742,17318.0335898708,23912.2020694061,0,0
0,4643.27241603367,7522.75301337628,3988.44352881334,4456.14269012794,5907.37689955658,5324.44979841864,2211.43343612774,2964.58507045469,2908.23606935426,1376.99107814135,1746.50229939168,2208.05730082755,2957.09707558894,869.371485775682,242.76271886683,112.486267706589,1306.98330097179,717.769517746803,133.912223460225,505.133419662177,189.372029064495,177.15447880227,281.003656031187,232.133454982285,560.902082909274,1935.77831066015,2279.69831509215,5163.29600295323,987.39457082289,2525.94653511994,28751.2565529079,883.224447600809,2468.02802279212,11666.2431443047,12396.1547244338,15126.1960948058,3723.85923496842,13171.9297036667,16722.4299294059,16605.8746389084,5946.33844527711,4263.54710564625,7129.47656153814,22316.1650776883,5520.63687488589,7408.93776789218,350.647814530018,247.653843102837,14355.9728105925,47810.6150688231,33541.6487445118,0,0
0,1437.36107600472,13722.6146131017,18472.0447525705,14819.6622798125,3955.32461001139,2393.52580682746,3488.87362234737,5541.21209465236,4614.0254926072,1861.27183867411,704.023909077486,1649.21489297669,2319.01645765052,2783.76876880983,696.257046493279,1296.62305297671,1939.04899570405,91.0603119529527,466.014537641581,906.689118863886,494.810785620133,967.647209658584,236.545556188945,382.540959881125,617.72976168912,4647.83320275254,6957.01037536743,1333.98018331234,1282.18984178726,3542.5019184329,3401.23218667053,2004.87625845794,3370.06662785,2704.8393232837,27176.64189954,6716.80371208384,4050.74687138192,13703.2850117695,13339.0489117108,14038.2003902669,7387.20282331012,5519.54325051921,7315.54387893487,6087.56541258103,42018.1806588537,26535.8490194063,9089.16045558072,14188.4711479648,21536.7372378024,160773.209443042,17735.2231859147,0,0
0,741.863781163725,9946.83890147851,5636.71611115669,3682.151111766,3841.50231907581,4886.80918216289,4163.41046528281,1251.7136964142,108.82318161798,2354.87401941241,333.867909757732,1987.42598096557,2189.65529130943,1168.04860284819,354.080777310417,692.098326341178,2362.21162183836,1349.83521247906,310.676358427721,2219.66230790046,1105.68829873141,1679.37756623687,1431.46466925564,637.039250715859,1151.00555244157,2316.67175203508,6740.83208686731,3748.17664377284,3045.20087424474,15700.9732609639,2169.08493339904,3244.55204208277,1832.51295220149,4709.89612973114,1933.65219547605,6789.91457740577,13932.7476493198,31482.7589781126,10223.9562534326,9294.2949671137,6539.12897920454,9036.72931113426,13580.2433577369,10583.7755082419,10706.2271395262,13052.2242875325,15566.9174503195,15758.6051753907,38540.6950601304,65487.2460585605,0,0,0
0,17982.1371878253,20326.8802350583,6732.5121059102,744.02139756057,1720.40457482979,4477.36431139425,3023.1447755501,2788.90595516849,235.992839417368,59.2741082042363,138.329773355931,1077.39408441818,5341.64316287588,8385.54295477578,2417.53392209557,4306.61710648082,2356.85513289995,1264.13138946452,1323.05276778702,5816.8091050932,1269.15702354618,526.571921676951,1506.4104634575,1806.19364026496,2055.84646755185,3912.68865684639,953.149726568702,2752.93701324911,3054.62874072847,4176.54485229232,1689.53659530594,615.021470259404,1788.58284718296,5318.12250195285,2938.43068981052,9993.57949392278,21024.185487623,15420.1957493217,15511.6891266934,6056.54144239369,9565.64830129469,27130.7172359283,15034.5691545635,7479.90199378705,21031.1065532363,6756.27019117843,18373.9633728602,28019.027802919,22354.3436263343,18451.4277388708,0,0,0
0,18161.288503078,46814.7709605971,7145.08243722548,1519.44236591697,946.006141657025,6741.68604910808,2649.82665556691,2320.42831440528,156.187648020026,303.343965515797,317.290814505029,2032.75324018057,6297.00231863828,9965.02360280631,2792.43508414299,5517.18360656125,857.038230145437,166.051157090678,1028.44587617452,4779.87844339536,494.642241732314,5126.29232340762,1588.85083707955,2293.34130257709,2808.47747308838,6500.50073116306,1411.39938687702,509.104790121411,4798.78404021848,1991.67157417279,1135.16109517576,43.9301050185288,581.436875325817,1028.21570255673,2128.06433256048,20694.1203611512,8679.84961028272,19508.2359625523,9274.72803034083,23711.7030584864,15169.8981948037,15627.1755198005,16890.1102196876,11586.4325456121,13003.2435332046,6245.12685517459,10687.1944076988,12472.2970084441,22807.8018435704,29943.2478996623,0,0,0
0,11810.5906599188,19509.2739215424,880.516276684746,1941.74262925297,3991.72192757468,3118.30429633012,3872.26049943342,1383.47303287886,7415.51184799594,1480.26800681636,1004.6748094097,4353.8648781113,7200.06079069105,16835.9101782013,5655.9088556042,3899.52394716174,230.329024351586,776.690896069302,203.546579659541,1226.63596689566,1147.79601019926,4564.19886689362,3260.14204778116,379.392383850784,2191.26174252392,4318.73408574147,693.149483687194,47573.0142769007,9314.73208592508,1413.83638446326,954.142282251795,1487.21548443211,5401.39511581002,2799.08535034526,4961.14105181383,3147.93213947578,5761.06092578209,10243.4430769291,11042.1761965365,26417.0186344496,9948.93955517214,2979.96841494383,18193.5367077783,129374.71970491,10950.2453378899,30391.6577082565,20502.5164383941,58627.2820294504,50666.5038526209,7419.28038451099,0,0,0
0,7780.82809543261,21637.4722034127,13234.0642214683,924.163178361023,1493.36578761835,1346.87321719423,373.318119983184,278.158599203157,3342.91921611944,2671.77362942475,3352.62203411281,5160.19613884309,14536.7449148944,32432.9189051917,14575.5482575225,1388.2757902152,573.144316409761,37.4954225688629,712.413028808394,439.232092949536,2722.96416557838,373.671188502405,59.9566353614926,615.388838402018,452.009148682065,5610.80921516215,6562.49111257298,1772.43889894121,2055.2748934531,2395.27812677001,580.025068291078,1552.36603725855,1059.37375414936,3867.06811134891,1013.56989495078,1416.5694627641,5982.21294971744,17933.8200600739,15271.3472426943,9889.39102736803,9068.76890673277,6987.68316946307,18803.8532063301,39070.3992411185,5928.121521423,17127.9597235481,22628.2960949669,44708.6628108719,31841.6432787911,6838.641050071,0,0,0
0,12038.6544839725,35754.2744589875,83666.8687078628,14906.7154343605,2379.18297600093,7561.5219204437,6924.68512753121,1343.90888446477,2007.39884083653,13546.5178000265,3887.02852441393,33437.3810077171,35858.9966840028,230342.216676383,53028.9121643486,4501.04635854343,1005.93961244603,358.884758873402,16.0694668152269,107.12977876818,117.842756644998,2313.68695035587,217.342803185411,1406.65457867463,265.30971770469,11221.6184303243,1117.08048304471,1200.47513546806,3497.73846546377,424.09308975596,2829.23932255032,548.425827000093,685.477135037822,1701.2296169575,914.505645615837,1302.59816215149,5527.94836230494,13749.184404064,16234.0509638217,3367.86238090492,19928.6373711575,37280.356801604,17850.6056318171,16828.5774103297,13246.1261229267,31617.3378876995,43956.4342576808,24711.4207932481,14990.0412394861,7338.63603250543,0,0,0
